date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:17:41	1518/1518	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20Mar%202020%2004:47:22%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/css/splitting-cells.css	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/css/splitting-cells.css	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:42	51477/51477	---M-Z	200	added ('OK')	text/css	date:Wed,%2022%20Sep%202021%2004:45:08%20GMT	https://themetum.com/envato/wokoya/iconbar/style.css	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/style.css	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:42	16440/16440	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Sep%202021%2015:54:48%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/css/responsive.css	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/css/responsive.css	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:42	49005/49005	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Sep%202021%2004:44:36%20GMT	https://themetum.com/envato/wokoya/iconbar/index.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/index.html	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:43	20820/20820	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Sep%202021%2016:20:00%20GMT	https://themetum.com/envato/wokoya/iconbar/img/logo.png	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/logo.png	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:43	61936/61936	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Sep%202021%2010:42:26%20GMT	https://themetum.com/envato/wokoya/iconbar/img/about-me.png	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/about-me.png	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:44	57895/57895	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Sep%202021%2010:39:28%20GMT	https://themetum.com/envato/wokoya/iconbar/img/portfolio/1.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/portfolio/1.jpg	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:44	40014/40014	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Sep%202021%2009:24:42%20GMT	https://themetum.com/envato/wokoya/iconbar/img/portfolio/2.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/portfolio/2.jpg	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:44	23984/23984	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Sep%202021%2007:11:48%20GMT	https://themetum.com/envato/wokoya/iconbar/img/portfolio/3.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/portfolio/3.jpg	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:44	48600/48600	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Sep%202021%2009:35:18%20GMT	https://themetum.com/envato/wokoya/iconbar/img/portfolio/4.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/portfolio/4.jpg	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:45	32900/32900	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Sep%202021%2009:36:30%20GMT	https://themetum.com/envato/wokoya/iconbar/img/portfolio/6.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/portfolio/6.jpg	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:45	2508/2508	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Nov%202020%2007:09:38%20GMT	https://themetum.com/envato/wokoya/iconbar/img/client/1.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/client/1.jpg	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:45	199779/199779	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Sep%202021%2010:41:04%20GMT	https://themetum.com/envato/wokoya/iconbar/img/portfolio/5.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/portfolio/5.jpg	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:46	3139/3139	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Nov%202020%2007:09:12%20GMT	https://themetum.com/envato/wokoya/iconbar/img/client/2.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/client/2.jpg	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:46	2687/2687	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Nov%202020%2007:09:48%20GMT	https://themetum.com/envato/wokoya/iconbar/img/client/3.jpg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/client/3.jpg	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:46	36998/36998	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Sep%202021%2010:57:56%20GMT	https://themetum.com/envato/wokoya/iconbar/img/blog/1.png	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/blog/1.png	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:15:56%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:47	69348/69348	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Sep%202021%2010:58:46%20GMT	https://themetum.com/envato/wokoya/iconbar/img/blog/2.png	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/blog/2.png	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:15:56%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:48	52465/52465	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Sep%202021%2014:41:48%20GMT	https://themetum.com/envato/wokoya/iconbar/img/blog/3.png	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/img/blog/3.png	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:15:57%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:15:58%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:15:58%20GMT	https://themetum.com/envato/wokoya/iconbar/single.html	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/single.html	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:50	89500/89500	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Sep%202021%2004:57:22%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/jquery-3.6.0.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/jquery-3.6.0.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:50	78871/78871	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2007%20Sep%202021%2012:23:10%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/bootstrap.bundle.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/bootstrap.bundle.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:51	1266/1266	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Nov%202020%2006:17:46%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/jquery.appear.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/jquery.appear.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:51	2302/2302	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Nov%202020%2006:17:16%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/jquery.easing.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/jquery.easing.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:52	9028/9028	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Jun%202021%2014:59:04%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/waypoints.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/waypoints.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:52	20947/20947	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Nov%202020%2015:44:58%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/jquery.magnific-popup.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/jquery.magnific-popup.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:52	462/462	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20Oct%202018%2019:03:10%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/progress-bar.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/progress-bar.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:53	42863/42863	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Sep%202021%2004:58:20%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/slick.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/slick.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:53	35445/35445	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2013%20Sep%202021%2004:10:24%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/isotope.pkgd.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/isotope.pkgd.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:53	2621/2621	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20Oct%202018%2018:50:58%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/count-to.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/count-to.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:54	11749/11749	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Nov%202020%2006:18:08%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/typed.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/typed.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:54	24908/24908	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Sep%202021%2006:09:36%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/parallax.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/parallax.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:54	16643/16643	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Sep%202021%2005:09:52%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/wow.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/wow.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:55	3587/3587	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Aug%202021%2007:40:38%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/bsnav.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/bsnav.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:55	3670/3670	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2011%20Nov%202020%2017:48:18%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/splitting-animation.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/splitting-animation.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:55	3837/3837	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Dec%202020%2018:36:04%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/splitting.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/splitting.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:56	2388/2388	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Sep%202021%2016:10:28%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/jquery.particles.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/jquery.particles.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:56	44854/44854	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2001%20Oct%202018%2018:51:48%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/YTPlayer.min.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/YTPlayer.min.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:56	9080/9080	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2022%20Sep%202021%2004:45:18%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/js/main.js	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/js/main.js	(from https://themetum.com/envato/wokoya/iconbar/index-3.html)
13:17:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:06%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont3e6e.eot	(from https://themetum.com/envato/wokoya/iconbar/assets/css/fontawesome.min.css)
13:17:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:07%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont.eot?	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfontd41d.eot	(from https://themetum.com/envato/wokoya/iconbar/assets/css/fontawesome.min.css)
13:17:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:07%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://themetum.com/envato/wokoya/iconbar/assets/css/fontawesome.min.css)
13:17:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:08%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont3e6e.woff	(from https://themetum.com/envato/wokoya/iconbar/assets/css/fontawesome.min.css)
13:18:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:09%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://themetum.com/envato/wokoya/iconbar/assets/css/fontawesome.min.css)
13:18:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Nov%202021%2013:16:09%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/fonts/fontawesome-webfont3e6e.svg	(from https://themetum.com/envato/wokoya/iconbar/assets/css/fontawesome.min.css)
13:18:04	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.eot	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.eot	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:04	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.eot?	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400d41d.eot	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:04	78460/78460	---M--	200	added ('OK')	font/woff2	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.woff2	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.woff2	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:05	92136/92136	---M--	200	added ('OK')	font/woff	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.woff	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.woff	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:06	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.eot	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.eot	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:06	136516/136516	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.ttf	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.ttf	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:06	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.eot?	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400d41d.eot	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:07	13548/13548	---M--	200	added ('OK')	font/woff2	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.woff2	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.woff2	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:07	16772/16772	---M--	200	added ('OK')	font/woff	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.woff	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.woff	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:07	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.svg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-brands-400.svg	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:07	34052/34052	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.ttf	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.ttf	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
13:18:08	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2005%20Oct%202020%2008:50:54%20GMT	https://themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.svg	C:/MY%20WEBSITE%20PAGE/My%20Port-folio/themetum.com/envato/wokoya/iconbar/assets/webfonts/fa-regular-400.svg	(from https://themetum.com/envato/wokoya/iconbar/assets/css/all.min.css)
